Contig Name	Contig Length
contig_128660_1	64920
contig_128667_1	31383
contig_128673_1	21905
contig_12868_1	275293
contig_128693_1	20748
contig_12870_1	16823
contig_128704_1	24483
contig_128713_1	62396
contig_128714_1	21757
contig_128729_1	241096
contig_128735_1	48240
contig_128742_1	46443
contig_128744_1	56465
contig_128751_1	35467
contig_128760_1	17314
contig_128764_1	106883
contig_128765_1	6915
contig_128766_1	64626
contig_128767_1	29826
contig_128771_1	25177
contig_128791_1	26634
contig_128795_1	20363
contig_128800_1	52513
contig_128803_1	23860
contig_128810_1	6527
contig_128819_1	278146
contig_128836_1	25719
contig_128850_1	37251
contig_128859_1	16294
contig_128864_1	217679
contig_128883_1	35351
contig_1289_1	27286
contig_128903_1	30245
contig_128904_1	77147
contig_12891_1	30144
contig_128922_1	132643
contig_128927_1	43000
contig_12893_1	275369
contig_128933_1	38603
contig_128934_1	52787
contig_128936_1	37795
contig_128956_1	70239
contig_128960_1	209316
contig_128967_1	20371
contig_128971_1	147365
contig_128995_1	46520
contig_128997_1	19659
contig_12900_1	74953
contig_129003_1	48698
contig_129015_1	175071
contig_129017_1	31705
contig_129018_1	26122
contig_129019_1	45258
contig_12902_1	97513
contig_129024_1	91407
contig_129029_1	69980
contig_12903_1	34449
contig_12904_1	48509
contig_129043_1	26464
contig_129049_1	13241
contig_12905_1	1843
contig_129052_1	11037
contig_129054_1	61058
contig_129065_1	54047
contig_129076_1	23637
contig_129089_1	294238
contig_129101_1	335715
contig_129108_1	166833
contig_129115_1	125346
contig_129124_1	43541
contig_129155_1	2357
contig_129157_1	1187
contig_12916_1	342371
contig_129163_1	58428
contig_129167_1	30509
contig_12917_1	15486
contig_129172_1	11189
contig_129196_1	34392
contig_129206_1	51572
contig_129208_1	34632
contig_12921_1	77500
contig_129213_1	61504
contig_129216_1	42378
contig_129222_1	23993
contig_129233_1	61980
contig_129236_1	15631
contig_129237_1	50972
contig_12924_1	141672
contig_129243_1	83967
contig_12925_1	30300
contig_129251_1	54300
contig_129255_1	44666
contig_129258_1	107987
contig_129269_1	97527
contig_129272_1	17778
contig_129274_1	6065
contig_129275_1	19409
contig_12928_1	37790
contig_129281_1	122638
contig_129283_1	31657
contig_129294_1	40939
contig_12930_1	62965
contig_129301_1	27239
contig_129304_1	18906
contig_12931_1	4392
contig_129311_1	37056
contig_129317_1	22746
contig_12932_1	18787
contig_129320_1	89647
contig_129322_1	245163
contig_129326_1	79591
contig_129335_1	25401
contig_129340_1	26060
contig_129348_1	101861
contig_129349_1	22146
contig_12935_1	52546
contig_129354_1	28884
contig_129358_1	122562
contig_12936_1	19262
contig_129374_1	23043
contig_12939_1	160140
contig_1294_1	124270
contig_129406_1	32063
contig_129416_1	8570
contig_129440_1	15481
contig_129442_1	103521
contig_129447_1	93172
contig_129457_1	27478
contig_129459_1	125968
contig_12946_1	78456
contig_129463_1	113788
contig_129466_1	68414
contig_129476_1	30241
contig_12948_1	26464
contig_129492_1	312911
contig_129501_1	50188
contig_129508_1	34579
contig_129514_1	16859
contig_129515_1	6834
contig_129518_1	35792
contig_129528_1	33347
contig_129531_1	11809
contig_129553_1	79732
contig_129560_1	261437
contig_12958_1	102530
contig_129588_1	15931
contig_129592_1	48609
contig_129597_1	48755
contig_129600_1	73328
contig_129608_1	29724
contig_129624_1	10590
contig_129625_1	17370
contig_12963_1	106048
contig_129631_1	37358
contig_12964_1	128178
contig_129641_1	12303
contig_129648_1	85349
contig_129656_1	34930
contig_12966_1	93916
contig_129661_1	27295
contig_129668_1	56850
contig_12967_1	63032
contig_129672_1	19401
contig_129675_1	33557
contig_129679_1	51993
contig_129684_1	36386
contig_129690_1	7341
contig_129694_1	36691
contig_129698_1	20635
contig_129700_1	69242
contig_129714_1	19141
contig_129715_1	194099
contig_129716_1	67390
contig_129719_1	49182
contig_12972_1	302248
contig_129726_1	185042
contig_12974_1	323559
contig_129742_1	126880
contig_129758_1	114511
contig_129770_1	84241
contig_129774_1	283266
contig_12978_1	567200
contig_12980_1	172973
contig_129802_1	108796
contig_129809_1	24164
contig_129820_1	191103
contig_129827_1	56211
contig_12983_1	79877
contig_129830_1	133679
contig_129836_1	106479
contig_129837_1	57868
contig_129849_1	41360
contig_12985_1	48831
contig_129855_1	212276
contig_129858_1	86251
contig_129867_1	49392
contig_12987_1	140995
contig_129874_1	33448
contig_12988_1	8597
contig_129880_1	79139
contig_129886_1	23551
contig_12989_1	159226
contig_129896_1	87343
contig_129901_1	225508
contig_129907_1	272577
contig_12992_1	52392
contig_129925_1	8771
contig_129927_1	144235
contig_129929_1	31855
contig_129931_1	30662
contig_129935_1	204198
contig_129938_1	64038
contig_129947_1	88206
contig_129955_1	10438
contig_129970_1	51394
contig_129971_1	64979
contig_129979_1	44647
contig_129981_1	33272
contig_129991_1	67711
contig_129999_1	21277
contig_13_1	25802
contig_13000_1	30469
contig_130002_1	27781
contig_130006_1	126627
contig_130009_1	5312
contig_130014_1	22773
contig_13002_1	28527
contig_130021_1	33494
contig_130024_1	71843
contig_130036_1	35844
contig_130041_1	26791
contig_130045_1	41155
contig_130048_1	14297
contig_130050_1	86667
contig_130057_1	142081
contig_130063_1	146452
contig_130076_1	54509
contig_130080_1	1666
contig_130090_1	50666
contig_130093_1	29461
contig_130096_1	31052
contig_130100_1	30643
contig_130104_1	22700
contig_13011_1	149780
contig_130112_1	87795
contig_130119_1	25937
contig_130120_1	20126
contig_130123_1	58795
contig_130125_1	4731
contig_13013_1	43341
contig_130136_1	38867
contig_13014_1	75857
contig_130141_1	28256
contig_130148_1	2318
contig_130163_1	44323
contig_130169_1	34673
contig_130176_1	40194
contig_13018_1	24498
contig_130182_1	23338
contig_130183_1	646061
contig_130184_1	14297
contig_13019_1	36720
contig_130195_1	95682
contig_130206_1	20856
contig_130209_1	39934
contig_130214_1	30427
contig_130221_1	35675
contig_130234_1	241400
contig_130238_1	24639
contig_130241_1	78697
contig_130252_1	62049
contig_130256_1	49264
contig_130259_1	48842
contig_130268_1	11801
contig_130277_1	40340
contig_13028_1	26839
contig_130285_1	34082
contig_130288_1	10531
contig_13029_1	5230
contig_130292_1	58010
contig_13030_1	13317
contig_13032_1	29183
contig_130322_1	5315
contig_130333_1	20272
contig_130340_1	22773
contig_13035_1	160909
contig_130350_1	24068
contig_130358_1	126029
contig_13036_1	512547
contig_130362_1	5098
contig_130363_1	29217
contig_130371_1	39725
contig_130376_1	55908
contig_13038_1	17065
contig_130389_1	100915
contig_13039_1	77385
contig_130394_1	278083
contig_130395_1	135161
contig_130398_1	50652
contig_130402_1	87945
contig_130404_1	43350
contig_130405_1	44469
contig_130413_1	27314
contig_130418_1	3112
contig_130423_1	57778
contig_130426_1	78970
contig_130429_1	148258
contig_130431_1	140948
contig_130437_1	253111
contig_130438_1	53581
contig_130442_1	78958
contig_130450_1	37001
contig_130453_1	22333
contig_130458_1	17554
contig_13046_1	41117
contig_130461_1	25782
contig_130463_1	273662
contig_130466_1	118507
contig_130468_1	19407
contig_130473_1	73042
contig_130479_1	115374
contig_130485_1	445181
contig_130490_1	25188
contig_130493_1	10253
contig_130494_1	58541
contig_130500_1	230613
contig_130508_1	24153
contig_13051_1	2824
contig_130513_1	56714
contig_130516_1	63580
contig_130522_1	60155
contig_130526_1	60722
contig_130532_1	167822
contig_130535_1	25400
contig_130546_1	68271
contig_130554_1	49033
contig_130557_1	148042
contig_130560_1	47961
contig_130562_1	6476
contig_130567_1	81104
contig_130574_1	226039
contig_130577_1	67663
contig_130590_1	41192
contig_130607_1	114671
contig_130617_1	159741
contig_13062_1	53256
contig_130620_1	99453
contig_130623_1	44400
contig_130626_1	9836
contig_130630_1	148815
contig_130650_1	112578
contig_130664_1	150908
contig_130672_1	35621
contig_130677_1	34414
contig_130701_1	33762
contig_130717_1	153010
contig_130728_1	40525
contig_130729_1	12240
contig_130734_1	100485
contig_130740_1	27902
contig_130761_1	30347
contig_130762_1	33876
contig_13077_1	152293
contig_130778_1	12858
contig_130783_1	99943
contig_130788_1	35648
contig_130790_1	75197
contig_130793_1	16670
contig_130796_1	30089
contig_13080_1	14488
contig_130825_1	51886
contig_130827_1	57334
contig_130830_1	107746
contig_130834_1	30077
contig_130836_1	38020
contig_130848_1	33051
contig_130862_1	47890
contig_130870_1	37580
contig_130872_1	165397
contig_130875_1	57955
contig_130877_1	76186
contig_13088_1	3140
contig_13090_1	29701
contig_130901_1	2311
contig_130908_1	42432
contig_130914_1	126095
contig_130916_1	25957
contig_130920_1	8317
contig_130928_1	116868
contig_130931_1	31528
contig_130934_1	45426
contig_130945_1	14562
contig_130953_1	41572
contig_130955_1	44359
contig_13096_1	134987
contig_130964_1	2132
contig_130966_1	102183
contig_130969_1	62862
contig_130972_1	25992
contig_130976_1	89849
contig_13098_1	744
contig_130980_1	23359
contig_130998_1	151681
contig_13100_1	64569
contig_131009_1	80981
contig_131013_1	13679
contig_131016_1	70075
contig_131018_1	135682
contig_13102_1	22888
contig_13103_1	69738
contig_131030_1	35705
contig_131035_1	21599
contig_131043_1	30372
contig_13105_1	54661
contig_131052_1	23060
contig_131053_1	24210
contig_131061_1	785
contig_131063_1	34564
contig_131093_1	56986
contig_131100_1	50825
contig_131110_1	26043
contig_131112_1	44655
contig_131113_1	27872
contig_13112_1	18318
contig_13113_1	30856
contig_131132_1	42197
contig_131155_1	258982
contig_131175_1	24435
contig_13119_1	8134
contig_131197_1	103789
contig_13120_1	512967
contig_131204_1	216656
contig_131209_1	57628
contig_131213_1	35308
contig_131228_1	192740
contig_131236_1	200755
contig_131261_1	5060
contig_131264_1	39317
contig_131265_1	30003
contig_131274_1	41670
contig_131278_1	38141
contig_131284_1	18882
contig_131285_1	44150
contig_131293_1	88502
contig_13130_1	57094
contig_131308_1	25598
contig_131309_1	32390
contig_131312_1	16788
contig_131313_1	29032
contig_131318_1	26142
contig_13133_1	17200
contig_131337_1	44781
contig_131343_1	102855
contig_131356_1	20907
contig_131365_1	21856
contig_131368_1	12491
contig_131369_1	99790
contig_131373_1	76370
contig_131376_1	104959
contig_131385_1	65604
contig_131386_1	221696
contig_131389_1	32556
contig_131391_1	21698
contig_131392_1	44291
contig_131399_1	27757
contig_131401_1	54245
contig_131405_1	107439
contig_131409_1	75117
contig_13141_1	158951
contig_131410_1	104745
contig_131422_1	12624
contig_131428_1	97334
contig_131431_1	120873
contig_131446_1	33182
contig_131448_1	28607
contig_131449_1	35553
contig_131450_1	19652
contig_131467_1	111519
contig_131468_1	34311
contig_131479_1	42396
contig_13148_1	75924
contig_131482_1	17872
contig_131485_1	18335
contig_131487_1	11769
contig_131511_1	45926
contig_131516_1	38279
contig_131518_1	63857
contig_13152_1	185554
contig_131526_1	15592
contig_131534_1	42407
contig_131536_1	351362
contig_131545_1	70196
contig_131565_1	531744
contig_131566_1	59095
contig_131571_1	44156
contig_13158_1	53195
contig_131582_1	25766
contig_131587_1	336908
contig_131598_1	50578
contig_131607_1	148652
contig_131615_1	19581
contig_13163_1	27514
contig_131630_1	192112
contig_131648_1	74364
contig_131655_1	95975
contig_131657_1	37958
contig_13166_1	35432
contig_131661_1	201458
contig_131674_1	33963
contig_131676_1	22590
contig_13168_1	34187
contig_131686_1	419607
contig_131695_1	19915
contig_13170_1	76930
contig_131700_1	19351
contig_131704_1	53264
contig_131712_1	27540
contig_131713_1	47973
contig_13172_1	442878
contig_131724_1	34217
contig_131726_1	43918
contig_13173_1	43729
contig_131734_1	89738
contig_131743_1	18995
contig_131747_1	66106
contig_131756_1	56160
contig_131758_1	13046
contig_13177_1	9195
contig_13178_1	27496
contig_131780_1	36265
contig_131784_1	75407
contig_131790_1	63784
contig_131803_1	29378
contig_131814_1	165992
contig_13182_1	41893
contig_131820_1	166801
contig_131830_1	51019
contig_13184_1	251783
contig_131849_1	27269
contig_13186_1	255703
contig_131884_1	42431
contig_131890_1	57936
contig_131897_1	10969
contig_131902_1	17231
contig_131904_1	81739
contig_131908_1	14852
contig_131911_1	33345
contig_131912_1	12615
contig_131921_1	53961
contig_131927_1	23172
contig_131929_1	73947
contig_131938_1	74105
contig_13194_1	13643
contig_131949_1	52586
contig_13196_1	20250
contig_131973_1	213853
contig_131986_1	2498
contig_131987_1	39255
contig_131989_1	9080
contig_131995_1	15873
contig_132001_1	128002
contig_132009_1	9661
contig_13201_1	38139
contig_132033_1	21341
contig_132034_1	10763
contig_132040_1	557
contig_132045_1	25766
contig_132047_1	18195
contig_13205_1	71230
contig_132054_1	9458
contig_132071_1	59892
contig_132085_1	385525
contig_132088_1	76603
contig_132094_1	84873
contig_13211_1	32238
contig_132122_1	2832
contig_132127_1	33555
contig_13213_1	202947
contig_132131_1	39073
contig_132136_1	105005
contig_132146_1	239652
contig_132149_1	61167
contig_132159_1	51639
contig_132164_1	50396
contig_13217_1	74922
contig_132170_1	26553
contig_132176_1	26213
contig_132178_1	26717
contig_13218_1	66899
contig_132182_1	58283
contig_132195_1	59530
contig_13220_1	28861
contig_132202_1	17649
contig_132203_1	41959
contig_132208_1	39026
contig_132214_1	122414
contig_132219_1	28208
contig_13222_1	147076
contig_132223_1	19327
contig_132225_1	16154
contig_132230_1	25562
contig_132238_1	35492
contig_132244_1	32670
contig_132246_1	26208
contig_13225_1	6991
contig_132253_1	19840
contig_132259_1	36578
contig_132263_1	8503
contig_132264_1	180865
contig_132269_1	189308
contig_13227_1	167185
contig_132278_1	85024
contig_13228_1	322411
contig_132281_1	23682
contig_132282_1	10838
contig_132283_1	11568
contig_132294_1	17784
contig_13230_1	114552
contig_132302_1	16647
contig_13231_1	159339
contig_132310_1	9749
contig_132315_1	2625
contig_132331_1	19001
contig_132334_1	77441
contig_132337_1	23745
contig_132339_1	83919
contig_132349_1	39340
contig_132356_1	166785
contig_13236_1	44759
contig_132379_1	6260
contig_132382_1	148200
contig_132383_1	35673
contig_132388_1	15770
contig_132394_1	27721
contig_132399_1	6093
contig_132402_1	10772
contig_132406_1	22244
contig_13241_1	173938
contig_132415_1	215593
contig_13243_1	43273
contig_13244_1	7731
contig_132445_1	101126
contig_13245_1	140246
contig_132464_1	48339
contig_13250_1	47696
contig_132506_1	41984
contig_132524_1	29149
contig_132528_1	18483
contig_132531_1	7529
contig_132549_1	24458
contig_132550_1	59988
contig_132569_1	2337
contig_13257_1	37052
contig_132577_1	19414
contig_132598_1	22110
contig_132605_1	25871
contig_13261_1	50578
contig_132610_1	29854
contig_132615_1	17782
contig_132620_1	28575
contig_132624_1	21456
contig_132628_1	1440
contig_13263_1	194406
contig_132631_1	2832
contig_13264_1	31256
contig_132649_1	31495
contig_132654_1	8246
contig_132655_1	23130
contig_13267_1	70472
contig_132672_1	119199
contig_132688_1	119842
contig_13269_1	87490
contig_132708_1	43699
contig_13271_1	100735
contig_132715_1	12287
contig_132717_1	56513
contig_132725_1	4351
contig_132747_1	1167
contig_13275_1	100762
contig_132750_1	40517
contig_132775_1	17233
contig_132777_1	183816
contig_132806_1	90737
contig_13282_1	95404
contig_132821_1	15831
contig_132835_1	40642
contig_132846_1	18208
contig_132848_1	17612
contig_132854_1	401885
contig_132859_1	49405
contig_132861_1	18505
contig_132865_1	21669
contig_13287_1	27802
contig_132870_1	43019
contig_132890_1	44458
contig_132896_1	23204
contig_132899_1	15296
contig_132900_1	22240
contig_132903_1	25628
contig_13291_1	39409
contig_132913_1	42041
contig_132919_1	15377
contig_13292_1	40649
contig_132929_1	19285
contig_132938_1	85177
contig_132941_1	25614
contig_132946_1	29675
contig_132951_1	82883
contig_132958_1	21693
contig_132962_1	23733
contig_132964_1	15636
contig_132969_1	22939
contig_13297_1	152548
contig_132978_1	16236
contig_13298_1	36969
contig_132993_1	216544
contig_132995_1	7279
contig_13300_1	14988
contig_133003_1	5273
contig_133004_1	19362
contig_133006_1	62271
contig_133021_1	7784
contig_133023_1	37144
contig_133028_1	40709
contig_133032_1	28462
contig_133037_1	15234
contig_133041_1	148547
contig_133056_1	54690
contig_13306_1	65849
contig_13309_1	18390
contig_133103_1	13086
contig_133112_1	44394
contig_133113_1	169684
contig_133115_1	90067
contig_133116_1	49524
contig_133117_1	61866
contig_133118_1	72262
contig_13312_1	44077
contig_133122_1	38269
contig_133158_1	6588
contig_13317_1	40047
contig_133201_1	20037
contig_133203_1	66248
contig_133204_1	3175
contig_133207_1	22226
contig_133208_1	60247
contig_13321_1	302707
contig_133220_1	94338
contig_13323_1	35948
contig_133230_1	392489
contig_133236_1	80108
contig_133248_1	57628
contig_13325_1	20815
contig_133250_1	24893
contig_13328_1	27661
contig_133280_1	28757
contig_133291_1	26094
contig_133296_1	59851
contig_13330_1	48629
contig_13331_1	25490
contig_13333_1	268005
contig_133332_1	55599
contig_133341_1	47343
contig_133345_1	64688
contig_133350_1	37312
contig_133355_1	7501
contig_13336_1	65657
contig_133361_1	23763
contig_133365_1	3917
contig_133371_1	27927
contig_133378_1	48964
contig_133379_1	48375
contig_13338_1	24886
contig_133381_1	16278
contig_133382_1	30921
contig_133390_1	20229
contig_133424_1	398429
contig_133459_1	29712
contig_133461_1	380413
contig_133469_1	108996
contig_133472_1	159551
contig_133479_1	66298
contig_13348_1	39662
contig_133487_1	56689
contig_133495_1	49305
contig_133505_1	18345
contig_13351_1	43520
contig_133524_1	33948
contig_133538_1	137187
contig_133539_1	41448
contig_133551_1	38177
contig_133557_1	44108
contig_13356_1	21444
contig_13357_1	52604
contig_133606_1	13093
contig_133608_1	298641
contig_133621_1	84923
contig_133634_1	14143
contig_133642_1	45025
contig_133646_1	154125
contig_13365_1	14863
contig_133650_1	83419
contig_133668_1	147316
contig_13368_1	82743
contig_133683_1	29099
contig_133685_1	3306
contig_133693_1	58426
contig_133694_1	51358
contig_133698_1	170087
contig_133704_1	22208
contig_133707_1	152519
contig_133714_1	85821
contig_133724_1	16896
contig_13373_1	294838
contig_133731_1	53105
contig_133745_1	2714
contig_133751_1	94470
contig_133753_1	47627
contig_133756_1	74815
contig_133763_1	43638
contig_13377_1	204395
contig_133778_1	40971
contig_133779_1	49881
contig_13378_1	57410
contig_133781_1	132571
contig_133782_1	22796
contig_133785_1	76965
contig_133797_1	33492
contig_13381_1	380527
contig_133815_1	25837
contig_133819_1	121600
contig_133830_1	21145
contig_133834_1	5450
contig_133838_1	83972
contig_133840_1	39720
contig_133848_1	58158
contig_13385_1	47264
contig_133853_1	37710
contig_133855_1	29712
contig_133863_1	32348
contig_133865_1	61780
contig_133875_1	39448
contig_133876_1	900
contig_133883_1	10820
contig_13389_1	11937
contig_133901_1	24535
contig_133914_1	63276
contig_13394_1	35742
contig_133947_1	39349
contig_133959_1	225098
contig_133967_1	34259
contig_133973_1	29178
contig_13398_1	26727
contig_133984_1	33895
contig_133985_1	58591
contig_133997_1	20340
contig_134002_1	17724
contig_134007_1	44781
contig_13401_1	7978
contig_134011_1	17011
contig_134012_1	82775
contig_134014_1	82539
contig_134016_1	59163
contig_134025_1	42620
contig_134026_1	193301
contig_13404_1	68166
contig_134059_1	22797
contig_134062_1	115645
contig_134067_1	33399
contig_134069_1	1536
contig_134075_1	44048
contig_134077_1	91219
contig_134084_1	141248
contig_134085_1	105349
contig_134095_1	40820
contig_13410_1	27186
contig_134102_1	38378
contig_134109_1	134592
contig_134110_1	151908
contig_134121_1	60499
contig_134129_1	5631
contig_13413_1	80084
contig_134133_1	114832
contig_134136_1	48689
contig_134137_1	47030
contig_134143_1	21150
contig_134153_1	29533
contig_134156_1	166912
contig_134158_1	31099
contig_134163_1	13865
contig_134164_1	59010
contig_134165_1	28403
contig_134176_1	47698
contig_13418_1	197108
contig_134188_1	155852
contig_134200_1	94890
contig_134202_1	20599
contig_134217_1	77436
contig_134218_1	38599
contig_134222_1	76599
contig_134228_1	35091
contig_134235_1	137516
contig_134238_1	102414
contig_134242_1	140799
contig_134243_1	7628
contig_134250_1	106551
contig_134255_1	37886
contig_134259_1	58086
contig_134264_1	287588
contig_134267_1	35658
contig_134270_1	64583
contig_134277_1	26296
contig_134278_1	77697
contig_134281_1	19745
contig_134287_1	78342
contig_134295_1	21041
contig_134299_1	194532
contig_134300_1	32470
contig_134305_1	98716
contig_134307_1	48042
contig_134309_1	87977
contig_134319_1	32716
contig_134325_1	40511
contig_134329_1	31816
contig_134332_1	2352
contig_134353_1	20341
contig_134354_1	456195
contig_134360_1	52363
contig_134364_1	163979
contig_13437_1	14645
contig_134376_1	177139
contig_134379_1	28571
contig_134390_1	110568
contig_134408_1	61075
contig_134415_1	67084
contig_134424_1	29750
contig_134427_1	12762
contig_13443_1	270360
contig_134430_1	71849
contig_134435_1	292813
contig_134445_1	82647
contig_134448_1	27257
contig_134449_1	13011
contig_134450_1	55137
contig_134456_1	31528
contig_134460_1	60298
contig_134462_1	269613
contig_134466_1	25894
contig_134469_1	90215
contig_134476_1	36771
contig_134480_1	77247
contig_134487_1	63913
contig_134496_1	16187
contig_13450_1	135194
contig_134504_1	18504
contig_134516_1	38324
contig_134529_1	41497
contig_13453_1	42440
contig_134536_1	21809
contig_134542_1	60356
contig_134552_1	277506
contig_13456_1	27548
contig_134561_1	20845
contig_134568_1	29739
contig_134575_1	98923
contig_134581_1	44721
contig_134586_1	4229
contig_134587_1	7250
contig_134588_1	21095
contig_134589_1	33213
contig_134597_1	31360
contig_13460_1	115263
contig_134602_1	22474
contig_134605_1	3804
contig_134609_1	42122
contig_134612_1	22539
contig_134613_1	24762
contig_134621_1	126551
contig_134622_1	76722
contig_134636_1	6328
contig_134639_1	13734
contig_134673_1	52966
contig_134692_1	19084
contig_134696_1	17572
contig_134708_1	22952
contig_134713_1	75684
contig_13472_1	151974
contig_134720_1	200900
contig_134726_1	41847
contig_134736_1	30995
contig_134757_1	33909
contig_134761_1	137761
contig_134777_1	21841
contig_134781_1	43139
contig_134799_1	20707
contig_134800_1	85458
contig_134801_1	27346
contig_134806_1	30452
contig_134815_1	20413
contig_134817_1	347291
contig_134820_1	42193
contig_134824_1	33289
contig_134829_1	269869
contig_134843_1	24767
contig_13485_1	30493
contig_134868_1	43415
contig_134869_1	12039
contig_134873_1	17599
contig_134875_1	35921
contig_134882_1	32369
contig_134883_1	9165
contig_134884_1	2786
contig_134885_1	2870
contig_13489_1	35141
contig_13491_1	36032
contig_134925_1	68433
contig_134930_1	28881
contig_134935_1	17132
contig_13495_1	124704
contig_134955_1	64689
contig_13496_1	143311
contig_134967_1	143692
contig_134973_1	68366
contig_134986_1	68598
contig_134987_1	37887
contig_13499_1	107375
contig_134995_1	20860
contig_135010_1	8714
contig_135015_1	11103
contig_135021_1	86417
contig_135025_1	78043
contig_13503_1	45520
contig_135031_1	50336
contig_13505_1	27148
contig_135059_1	84342
contig_135060_1	8809
contig_135063_1	58494
contig_135069_1	12244
contig_13507_1	131331
contig_13511_1	193992
contig_135119_1	25951
contig_135121_1	31958
contig_135124_1	30033
contig_135126_1	59186
contig_135134_1	79069
contig_135136_1	9654
contig_13514_1	15402
contig_135146_1	8371
contig_135151_1	58301
contig_135166_1	60221
contig_13517_1	63176
contig_135172_1	74213
contig_135184_1	309571
contig_135195_1	200608
contig_135204_1	48051
contig_13521_1	59357
contig_135225_1	26125
contig_135244_1	93038
contig_135246_1	23779
contig_135252_1	187225
contig_135254_1	3073
contig_13526_1	138870
contig_135262_1	430076
contig_135267_1	159591
contig_13527_1	86450
contig_135280_1	173879
contig_13529_1	68797
contig_135290_1	92063
contig_13530_1	325716
contig_135308_1	20151
contig_135318_1	71144
contig_135325_1	32939
contig_135335_1	12223
contig_135349_1	50660
contig_13535_1	40605
contig_135351_1	37942
contig_135358_1	57697
contig_135363_1	56963
contig_13537_1	237603
contig_135376_1	42725
contig_135378_1	23482
contig_13538_1	1291
contig_13540_1	67166
contig_135401_1	39201
contig_13541_1	27730
contig_13542_1	10049
contig_13543_1	31962
contig_13544_1	168330
contig_135447_1	5237
contig_135448_1	4130
contig_135466_1	39315
contig_13547_1	160966
contig_13548_1	15118
contig_135495_1	63408
contig_135496_1	10503
contig_135497_1	20598
contig_135500_1	26689
contig_135504_1	97778
contig_135511_1	27490
contig_135517_1	78816
contig_135521_1	50694
contig_135537_1	55065
contig_13554_1	231103
contig_135543_1	110096
contig_135546_1	15354
contig_135569_1	20395
contig_13557_1	64758
contig_135572_1	6724
contig_135581_1	115857
contig_13559_1	40448
contig_135604_1	36453
contig_135610_1	9972
contig_135627_1	92819
contig_13563_1	65599
contig_135637_1	77972
contig_13564_1	336475
contig_135646_1	39733
contig_135649_1	13693
contig_13565_1	156772
contig_135651_1	133421
contig_135654_1	57152
contig_135655_1	65688
contig_135658_1	30722
contig_13566_1	35677
contig_135668_1	17060
contig_135669_1	40275
contig_135672_1	189554
contig_135676_1	67065
contig_13569_1	22941
contig_135690_1	65506
contig_135702_1	19771
contig_135708_1	344391
contig_135716_1	65944
contig_135719_1	239351
contig_135724_1	66649
contig_135731_1	10414
contig_135738_1	31309
contig_13574_1	38140
contig_135743_1	14834
contig_135752_1	6129
contig_135770_1	28830
contig_135777_1	52564
contig_135809_1	74553
contig_135813_1	35364
contig_135814_1	7238
contig_135815_1	22760
contig_135821_1	30189
contig_135828_1	44275
contig_135829_1	53924
contig_135831_1	141133
contig_135833_1	10830
contig_135835_1	17184
contig_135837_1	38151
contig_135847_1	145840
contig_135848_1	75313
contig_135849_1	74220
contig_13585_1	38640
contig_135857_1	44573
contig_135858_1	20540
contig_135868_1	22989
contig_13587_1	157579
contig_135870_1	70226
contig_135872_1	215875
contig_135878_1	60879
contig_135887_1	40206
contig_135898_1	83287
contig_1359_1	42883
contig_13590_1	56522
contig_135900_1	14281
contig_135902_1	7512
contig_13591_1	83113
contig_135911_1	45279
contig_13593_1	41983
contig_135956_1	63420
contig_135973_1	34087
contig_135974_1	31868
contig_135976_1	47190
contig_13598_1	46505
contig_135986_1	32554
contig_135989_1	141534
contig_135991_1	29932
contig_135993_1	626
contig_135996_1	221611
contig_1360_1	644
contig_136001_1	49203
contig_136005_1	13879
contig_136008_1	52945
contig_136016_1	23793
contig_13602_1	27049
contig_136020_1	95961
contig_13603_1	238964
contig_13604_1	28923
contig_13607_1	42137
contig_136071_1	258693
contig_136089_1	13874
contig_136094_1	8243
contig_136102_1	59446
contig_13612_1	91613
contig_136121_1	106027
contig_136135_1	219865
contig_136140_1	345658
contig_136145_1	22612
contig_136158_1	40194
contig_13616_1	295930
contig_136162_1	171966
contig_136166_1	385262
contig_13618_1	30245
contig_136181_1	10972
contig_13619_1	75045
contig_136218_1	17307
contig_136223_1	35203
contig_136224_1	32114
contig_13623_1	99874
contig_136236_1	494062
contig_136247_1	32887
contig_136249_1	38813
contig_136253_1	97155
contig_136258_1	62428
contig_13626_1	69883
contig_136265_1	137171
contig_13627_1	121406
contig_136270_1	65707
contig_136288_1	270080
contig_13630_1	87894
contig_13631_1	35275
contig_136317_1	16966
contig_136320_1	27292
contig_136322_1	37832
contig_136328_1	218693
contig_136332_1	23479
contig_136335_1	251237
contig_136336_1	21702
contig_136349_1	15315
contig_136357_1	20545
contig_136364_1	25069
contig_136369_1	34650
contig_136371_1	31319
contig_1364_1	95596
contig_136402_1	6098
contig_13641_1	87300
contig_136418_1	33882
contig_136428_1	72668
contig_136431_1	39322
contig_136432_1	23413
contig_136438_1	79422
contig_13644_1	155202
contig_136444_1	13152
contig_13646_1	53912
contig_136461_1	49312
contig_136462_1	71031
contig_136464_1	88589
contig_136465_1	84412
contig_136484_1	98510
contig_136485_1	24671
contig_13649_1	107945
contig_136490_1	65044
contig_136506_1	11041
contig_136507_1	44819
contig_136513_1	5219
contig_136516_1	21177
contig_136531_1	43716
contig_136538_1	83021
contig_136541_1	22854
contig_136545_1	29565
contig_136549_1	36053
contig_136558_1	50949
contig_136561_1	20393
contig_136575_1	1198
contig_136578_1	66563
contig_136581_1	11461
contig_136583_1	5841
contig_13659_1	51477
